Version Name,Segment,Year,Month,Period,Peril,Large Claim,Incurred Cost,Claims Nos,Earned Exposure
Plan V2,Santander,2018,12,201812,Non Weather,Large,7788221,3115,780387
Plan V2,Santander,2019,1,201901,Non Weather,Large,7791887,3117,783552
Plan V2,Santander,2019,2,201902,Non Weather,Large,7831022,3132,786275
Plan V2,Santander,2019,3,201903,Non Weather,Large,7897985,3159,784490
Plan V2,Santander,2019,4,201904,Non Weather,Large,7886857,3155,789697
Plan V2,Santander,2019,5,201905,Non Weather,Large,7974538,3190,790631
Plan V2,Santander,2019,6,201906,Non Weather,Large,8006337,3203,799298
Plan V2,Santander,2019,7,201907,Non Weather,Large,7967033,3187,795814
Plan V2,Santander,2019,8,201908,Non Weather,Large,8002201,3201,798237
Plan V2,Santander,2019,9,201909,Non Weather,Large,8077023,3231,803979
Plan V2,Santander,2019,10,201910,Non Weather,Large,8088849,3236,812795
Plan V2,Santander,2019,11,201911,Non Weather,Large,8152974,3261,811474
Plan V2,Santander,2019,12,201912,Non Weather,Large,8109528,3244,809890
Actual,TSB,2016,1,201601,Non Weather,Attritional,308886,124,30843
Actual,TSB,2016,2,201602,Non Weather,Attritional,309435,124,30810
Actual,TSB,2016,3,201603,Non Weather,Attritional,312598,125,31160
Actual,TSB,2016,4,201604,Non Weather,Attritional,314858,126,31388
Actual,TSB,2016,5,201605,Non Weather,Attritional,316730,127,31625
Actual,TSB,2016,6,201606,Non Weather,Attritional,316884,127,31800
Actual,TSB,2016,7,201607,Non Weather,Attritional,321082,128,32074
Actual,TSB,2016,8,201608,Non Weather,Attritional,320876,128,32082
Actual,TSB,2016,9,201609,Non Weather,Attritional,324389,130,32287
Actual,TSB,2016,10,201610,Non Weather,Attritional,323947,130,32507
Actual,TSB,2016,11,201611,Non Weather,Attritional,324336,130,32339
Actual,TSB,2016,12,201612,Non Weather,Attritional,324472,130,32208
Actual,TSB,2017,1,201701,Non Weather,Attritional,323852,130,32490
Actual,TSB,2017,2,201702,Non Weather,Attritional,327937,131,33016
Actual,TSB,2017,3,201703,Non Weather,Attritional,331487,133,33266
Actual,TSB,2017,4,201704,Non Weather,Attritional,333581,133,33573
Actual,TSB,2017,5,201705,Non Weather,Attritional,333750,134,33630
Actual,TSB,2017,6,201706,Non Weather,Attritional,336547,135,33647
Actual,TSB,2017,7,201707,Non Weather,Attritional,340464,136,33967
Actual,TSB,2017,8,201708,Non Weather,Attritional,344638,138,34297
Actual,TSB,2017,9,201709,Non Weather,Attritional,346473,139,34522
Actual,TSB,2017,10,201710,Non Weather,Attritional,344810,138,34497
Actual,TSB,2017,11,201711,Non Weather,Attritional,345257,138,34685
Actual,TSB,2017,12,201712,Non Weather,Attritional,347484,139,34998
Actual,TSB,2018,1,201801,Non Weather,Attritional,348195,139,34863
Actual,TSB,2018,2,201802,Non Weather,Attritional,354818,142,35449
Actual,TSB,2018,3,201803,Non Weather,Attritional,353421,141,35266
Actual,TSB,2018,4,201804,Non Weather,Attritional,354388,142,35549
Actual,TSB,2018,5,201805,Non Weather,Attritional,355661,142,35806
Actual,TSB,2018,6,201806,Non Weather,Attritional,358038,143,35959
Actual,TSB,2018,7,201807,Non Weather,Attritional,359203,144,36167
Actual,TSB,2018,8,201808,Non Weather,Attritional,366520,147,36547
Actual,TSB,2018,9,201809,Non Weather,Attritional,361945,145,36314
Actual,TSB,2018,10,201810,Non Weather,Attritional,364625,146,36127
Actual,TSB,2018,11,201811,Non Weather,Attritional,363658,145,36421
Actual,TSB,2018,12,201812,Non Weather,Attritional,363587,145,36429
Actual,TSB,2016,11,201611,Non Weather,Large,323077,129,32207
Actual,TSB,2018,3,201803,Non Weather,Large,355048,142,35446
Actual,TSB,2018,7,201807,Non Weather,Large,360872,144,36193
Actual,TSB,2018,8,201808,Non Weather,Large,366376,147,36595
Plan,TSB,2018,7,201807,Non Weather,Attritional,462167,185,46192
Plan,TSB,2018,8,201808,Non Weather,Attritional,468835,188,46644
Plan,TSB,2018,9,201809,Non Weather,Attritional,421374,169,42000
Plan,TSB,2018,10,201810,Non Weather,Attritional,425216,170,42472
Plan,TSB,2018,11,201811,Non Weather,Attritional,424441,170,42223
Plan,TSB,2018,12,201812,Non Weather,Attritional,428469,171,42788
Plan,TSB,2019,1,201901,Non Weather,Attritional,428998,172,43036
Plan,TSB,2019,2,201902,Non Weather,Attritional,433766,174,43644
Plan,TSB,2019,3,201903,Non Weather,Attritional,434785,174,43454
Plan,TSB,2019,4,201904,Non Weather,Attritional,438677,175,44227
Plan,TSB,2019,5,201905,Non Weather,Attritional,439068,176,43880
Plan,TSB,2019,6,201906,Non Weather,Attritional,442758,177,44227
Plan,TSB,2019,7,201907,Non Weather,Attritional,444463,178,44413
Plan,TSB,2019,8,201908,Non Weather,Attritional,446203,178,44801
Plan,TSB,2019,9,201909,Non Weather,Attritional,447509,179,45158
Plan,TSB,2019,10,201910,Non Weather,Attritional,453382,181,45463
Plan,TSB,2019,11,201911,Non Weather,Attritional,453744,181,45595
Plan,TSB,2019,12,201912,Non Weather,Attritional,458000,183,45828
Plan,TSB,2018,7,201807,Non Weather,Large,461024,184,46052
Plan,TSB,2018,8,201808,Non Weather,Large,467547,187,46785
Plan,TSB,2018,9,201809,Non Weather,Large,423136,169,42194
Plan,TSB,2018,10,201810,Non Weather,Large,421713,169,42195
Plan,TSB,2018,11,201811,Non Weather,Large,423620,169,42535
Plan,TSB,2018,12,201812,Non Weather,Large,430173,172,42819
Plan,TSB,2019,1,201901,Non Weather,Large,432687,173,43007
Plan,TSB,2019,2,201902,Non Weather,Large,434812,174,43620
Plan,TSB,2019,3,201903,Non Weather,Large,435467,174,43675
Plan,TSB,2019,4,201904,Non Weather,Large,439066,176,44182
Plan,TSB,2019,5,201905,Non Weather,Large,438165,175,43973
Plan,TSB,2019,6,201906,Non Weather,Large,440802,176,44178
Plan,TSB,2019,7,201907,Non Weather,Large,445073,178,44698
Plan,TSB,2019,8,201908,Non Weather,Large,446483,179,44864
Plan,TSB,2019,9,201909,Non Weather,Large,450270,180,44930
Plan,TSB,2019,10,201910,Non Weather,Large,453750,182,45088
Plan,TSB,2019,11,201911,Non Weather,Large,454749,182,45629
Plan,TSB,2019,12,201912,Non Weather,Large,456568,183,46050
Plan V2,TSB,2018,9,201809,Non Weather,Attritional,643883,258,64376
Plan V2,TSB,2018,10,201810,Non Weather,Attritional,636407,255,63739
Plan V2,TSB,2018,11,201811,Non Weather,Attritional,640639,256,64348
Plan V2,TSB,2018,12,201812,Non Weather,Attritional,650732,260,64970
Plan V2,TSB,2019,1,201901,Non Weather,Attritional,655455,262,65595
Plan V2,TSB,2019,2,201902,Non Weather,Attritional,654525,262,65707
Plan V2,TSB,2019,3,201903,Non Weather,Attritional,661014,264,66112
Plan V2,TSB,2019,4,201904,Non Weather,Attritional,660020,264,66020
Plan V2,TSB,2019,5,201905,Non Weather,Attritional,668915,268,66457
Plan V2,TSB,2019,6,201906,Non Weather,Attritional,669199,268,67092
Plan V2,TSB,2019,7,201907,Non Weather,Attritional,675176,270,67218
Plan V2,TSB,2019,8,201908,Non Weather,Attritional,672782,269,67796
Plan V2,TSB,2019,9,201909,Non Weather,Attritional,673494,269,67853
Plan V2,TSB,2019,10,201910,Non Weather,Attritional,683252,273,68221
Plan V2,TSB,2019,11,201911,Non Weather,Attritional,689393,276,68804
Plan V2,TSB,2019,12,201912,Non Weather,Attritional,693051,277,69343
Plan V2,TSB,2018,9,201809,Non Weather,Large,643401,257,64210
Plan V2,TSB,2018,10,201810,Non Weather,Large,639498,256,63862
Plan V2,TSB,2018,11,201811,Non Weather,Large,640562,256,63817
Plan V2,TSB,2018,12,201812,Non Weather,Large,646493,259,64746
Plan V2,TSB,2019,1,201901,Non Weather,Large,654507,262,65291
Plan V2,TSB,2019,2,201902,Non Weather,Large,654685,262,65901
Plan V2,TSB,2019,3,201903,Non Weather,Large,663698,265,66207
Plan V2,TSB,2019,4,201904,Non Weather,Large,663813,266,66135
Plan V2,TSB,2019,5,201905,Non Weather,Large,664953,266,66898
Plan V2,TSB,2019,6,201906,Non Weather,Large,670306,268,66468
Plan V2,TSB,2019,7,201907,Non Weather,Large,673194,269,67261
Plan V2,TSB,2019,8,201908,Non Weather,Large,675892,270,67273
Plan V2,TSB,2019,9,201909,Non Weather,Large,676407,271,67429
Plan V2,TSB,2019,10,201910,Non Weather,Large,681331,273,67996
Plan V2,TSB,2019,11,201911,Non Weather,Large,688444,275,68686
Plan V2,TSB,2019,12,201912,Non Weather,Large,689069,276,69055
Actual,UKDI,2016,1,201601,Non Weather,Attritional,9046452,3619,908338
Actual,UKDI,2016,2,201602,Non Weather,Attritional,9195674,3678,920185
Actual,UKDI,2016,3,201603,Non Weather,Attritional,9221682,3689,925775
Actual,UKDI,2016,4,201604,Non Weather,Attritional,9263824,3706,931093
Actual,UKDI,2016,5,201605,Non Weather,Attritional,9337358,3735,931589
Actual,UKDI,2016,6,201606,Non Weather,Attritional,9420513,3768,942315
Actual,UKDI,2016,7,201607,Non Weather,Attritional,9577661,3831,953791
Actual,UKDI,2016,8,201608,Non Weather,Attritional,9505877,3802,948294
Actual,UKDI,2016,9,201609,Non Weather,Attritional,9605062,3842,958386
Actual,UKDI,2016,10,201610,Non Weather,Attritional,9579119,3832,962611
Actual,UKDI,2016,11,201611,Non Weather,Attritional,9701629,3881,968517
Actual,UKDI,2016,12,201612,Non Weather,Attritional,9693667,3877,962589
Actual,UKDI,2017,1,201701,Non Weather,Attritional,9764864,3906,974664
Actual,UKDI,2017,2,201702,Non Weather,Attritional,9715566,3886,971306
Actual,UKDI,2017,3,201703,Non Weather,Attritional,9828505,3931,973293
Actual,UKDI,2017,4,201704,Non Weather,Attritional,9826630,3931,988118
Actual,UKDI,2017,5,201705,Non Weather,Attritional,9915340,3966,993311
Actual,UKDI,2017,6,201706,Non Weather,Attritional,10040946,4016,1000629
Actual,UKDI,2017,7,201707,Non Weather,Attritional,10025980,4010,998481
Actual,UKDI,2017,8,201708,Non Weather,Attritional,9965565,3986,993207
Actual,UKDI,2017,9,201709,Non Weather,Attritional,10040946,4016,1002025
Actual,UKDI,2017,10,201710,Non Weather,Attritional,10003265,4001,1005965
Actual,UKDI,2017,11,201711,Non Weather,Attritional,9996389,3999,1000913
Actual,UKDI,2017,12,201712,Non Weather,Attritional,10182770,4073,1016959
Actual,UKDI,2018,1,201801,Non Weather,Attritional,10223509,4089,1026215
Actual,UKDI,2018,2,201802,Non Weather,Attritional,10285059,4114,1031179
Actual,UKDI,2018,3,201803,Non Weather,Attritional,10400632,4160,1036085
Actual,UKDI,2018,4,201804,Non Weather,Attritional,10445655,4178,1052301
Actual,UKDI,2018,5,201805,Non Weather,Attritional,10557902,4223,1054267
Actual,UKDI,2018,6,201806,Non Weather,Attritional,10544493,4218,1053931
Actual,UKDI,2018,7,201807,Non Weather,Attritional,10663070,4265,1064463
Actual,UKDI,2018,8,201808,Non Weather,Attritional,10608446,4243,1063106
Actual,UKDI,2018,9,201809,Non Weather,Attritional,11945712,4778,1199230
Actual,UKDI,2018,10,201810,Non Weather,Attritional,12084396,4834,1210519
Actual,UKDI,2018,11,201811,Non Weather,Attritional,12188008,4875,1216906
Actual,UKDI,2018,12,201812,Non Weather,Attritional,12177050,4871,1216788
Actual,UKDI,2016,2,201602,Non Weather,Large,9197568,3679,922421
Actual,UKDI,2016,3,201603,Non Weather,Large,9183935,3674,921463
Actual,UKDI,2016,6,201606,Non Weather,Large,9453309,3781,939410
Actual,UKDI,2016,7,201607,Non Weather,Large,9493129,3797,955628
Actual,UKDI,2016,8,201608,Non Weather,Large,9508173,3803,951565
Actual,UKDI,2016,9,201609,Non Weather,Large,9578134,3831,951242
Actual,UKDI,2016,10,201610,Non Weather,Large,9569233,3828,954333
Actual,UKDI,2016,12,201612,Non Weather,Large,9705831,3882,966698
Actual,UKDI,2017,1,201701,Non Weather,Large,9758648,3903,977663
Actual,UKDI,2017,2,201702,Non Weather,Large,9805058,3922,978059
Actual,UKDI,2017,3,201703,Non Weather,Large,9773670,3909,977724
Actual,UKDI,2017,4,201704,Non Weather,Large,9881686,3953,990384
Actual,UKDI,2017,6,201706,Non Weather,Large,10012622,4005,998602
Actual,UKDI,2017,7,201707,Non Weather,Large,10008664,4003,994370
Actual,UKDI,2017,9,201709,Non Weather,Large,9993003,3997,1002311
Actual,UKDI,2017,11,201711,Non Weather,Large,10040209,4016,1000694
Actual,UKDI,2017,12,201712,Non Weather,Large,10157574,4063,1022028
Actual,UKDI,2018,2,201802,Non Weather,Large,10307160,4123,1032042
Actual,UKDI,2018,3,201803,Non Weather,Large,10351909,4141,1036959
Actual,UKDI,2018,4,201804,Non Weather,Large,10450640,4180,1053307
Actual,UKDI,2018,5,201805,Non Weather,Large,10506383,4203,1050061
Actual,UKDI,2018,7,201807,Non Weather,Large,10633471,4253,1058588
Actual,UKDI,2018,9,201809,Non Weather,Large,11914326,4766,1193663
Actual,UKDI,2018,10,201810,Non Weather,Large,12098516,4839,1206542
Actual,UKDI,2018,12,201812,Non Weather,Large,12155784,4862,1223556
Plan,UKDI,2018,7,201807,Non Weather,Attritional,15182415,6073,1525018
Plan,UKDI,2018,8,201808,Non Weather,Attritional,15368289,6147,1538876
Plan,UKDI,2018,9,201809,Non Weather,Attritional,15806200,6322,1582324
Plan,UKDI,2018,10,201810,Non Weather,Attritional,15871929,6349,1587776
Plan,UKDI,2018,11,201811,Non Weather,Attritional,15969389,6388,1594180
Plan,UKDI,2018,12,201812,Non Weather,Attritional,16182287,6473,1626166
Plan,UKDI,2019,1,201901,Non Weather,Attritional,16223803,6490,1632563
Plan,UKDI,2019,2,201902,Non Weather,Attritional,16307501,6523,1633351
Plan,UKDI,2019,3,201903,Non Weather,Attritional,16457800,6583,1642552
Plan,UKDI,2019,4,201904,Non Weather,Attritional,16485156,6594,1661074
Plan,UKDI,2019,5,201905,Non Weather,Attritional,16790631,6716,1686319
Plan,UKDI,2019,6,201906,Non Weather,Attritional,16861438,6745,1688532
Plan,UKDI,2019,7,201907,Non Weather,Attritional,17063617,6825,1716129
Plan,UKDI,2019,8,201908,Non Weather,Attritional,17209742,6884,1708818
Plan,UKDI,2019,9,201909,Non Weather,Attritional,17114371,6846,1713926
Plan,UKDI,2019,10,201910,Non Weather,Attritional,17140194,6856,1710749
Plan,UKDI,2019,11,201911,Non Weather,Attritional,17290242,6916,1731468
Plan,UKDI,2019,12,201912,Non Weather,Attritional,17305068,6922,1720042
Plan,UKDI,2018,7,201807,Non Weather,Large,15188436,6075,1525975
Plan,UKDI,2018,8,201808,Non Weather,Large,15282645,6113,1536033
Plan,UKDI,2018,9,201809,Non Weather,Large,15721097,6288,1582631
Plan,UKDI,2018,10,201810,Non Weather,Large,15813201,6325,1588284
Plan,UKDI,2018,11,201811,Non Weather,Large,16045904,6418,1602727
Plan,UKDI,2018,12,201812,Non Weather,Large,16222687,6489,1622368
Plan,UKDI,2019,1,201901,Non Weather,Large,16331238,6532,1627509
Plan,UKDI,2019,2,201902,Non Weather,Large,16347837,6539,1627692
Plan,UKDI,2019,3,201903,Non Weather,Large,16518444,6607,1649836
Plan,UKDI,2019,4,201904,Non Weather,Large,16519506,6608,1662758
Plan,UKDI,2019,5,201905,Non Weather,Large,16779094,6712,1682350
Plan,UKDI,2019,6,201906,Non Weather,Large,16938783,6776,1694004
Plan,UKDI,2019,7,201907,Non Weather,Large,17113931,6846,1717130
Plan,UKDI,2019,8,201908,Non Weather,Large,17176976,6871,1718985
Plan,UKDI,2019,9,201909,Non Weather,Large,17213777,6886,1711835
Plan,UKDI,2019,10,201910,Non Weather,Large,17094497,6838,1721382
Plan,UKDI,2019,11,201911,Non Weather,Large,17336839,6935,1727396
Plan,UKDI,2019,12,201912,Non Weather,Large,17279923,6912,1720658
Plan V2,UKDI,2018,9,201809,Non Weather,Attritional,11626743,4651,1161773
Plan V2,UKDI,2018,10,201810,Non Weather,Attritional,11663516,4665,1171154
Plan V2,UKDI,2018,11,201811,Non Weather,Attritional,11794927,4718,1177381
Plan V2,UKDI,2018,12,201812,Non Weather,Attritional,11953835,4782,1188638
Plan V2,UKDI,2019,1,201901,Non Weather,Attritional,12054212,4822,1200197
Plan V2,UKDI,2019,2,201902,Non Weather,Attritional,11952718,4781,1199411
Plan V2,UKDI,2019,3,201903,Non Weather,Attritional,11990149,4796,1205615
Plan V2,UKDI,2019,4,201904,Non Weather,Attritional,12213846,4886,1222440
Plan V2,UKDI,2019,5,201905,Non Weather,Attritional,12323036,4929,1232823
Plan V2,UKDI,2019,6,201906,Non Weather,Attritional,12365752,4946,1238088
Plan V2,UKDI,2019,7,201907,Non Weather,Attritional,12489741,4996,1249300
Plan V2,UKDI,2019,8,201908,Non Weather,Attritional,12542525,5017,1247392
Plan V2,UKDI,2019,9,201909,Non Weather,Attritional,12596953,5039,1261425
Plan V2,UKDI,2019,10,201910,Non Weather,Attritional,12640677,5056,1266545
Plan V2,UKDI,2019,11,201911,Non Weather,Attritional,12784376,5114,1271137
Plan V2,UKDI,2019,12,201912,Non Weather,Attritional,12776260,5111,1268831
Plan V2,UKDI,2018,9,201809,Non Weather,Large,11573702,4629,1162199
Plan V2,UKDI,2018,10,201810,Non Weather,Large,11615383,4646,1162899
Plan V2,UKDI,2018,11,201811,Non Weather,Large,11772812,4709,1178604
Plan V2,UKDI,2018,12,201812,Non Weather,Large,11955339,4782,1190424
Plan V2,UKDI,2019,1,201901,Non Weather,Large,11975455,4790,1205771
Plan V2,UKDI,2019,2,201902,Non Weather,Large,11939425,4776,1198466
Plan V2,UKDI,2019,3,201903,Non Weather,Large,12006983,4803,1206361
Plan V2,UKDI,2019,4,201904,Non Weather,Large,12176405,4871,1215859
Plan V2,UKDI,2019,5,201905,Non Weather,Large,12289319,4916,1234545
Plan V2,UKDI,2019,6,201906,Non Weather,Large,12399990,4960,1240943
Plan V2,UKDI,2019,7,201907,Non Weather,Large,12442845,4977,1238082
Plan V2,UKDI,2019,8,201908,Non Weather,Large,12465767,4986,1254367
Plan V2,UKDI,2019,9,201909,Non Weather,Large,12555160,5022,1262043
Plan V2,UKDI,2019,10,201910,Non Weather,Large,12588361,5035,1259709
Plan V2,UKDI,2019,11,201911,Non Weather,Large,12802584,5121,1270652
Plan V2,UKDI,2019,12,201912,Non Weather,Large,12729352,5092,1278651
Actual,Aggregators,2016,1,201601,Weather,Attritional,3014009,1206,302720
Actual,Aggregators,2016,2,201602,Weather,Attritional,3042231,1217,303646
Actual,Aggregators,2016,3,201603,Weather,Attritional,3040440,1216,302723
Actual,Aggregators,2016,4,201604,Weather,Attritional,3069496,1228,306151
Actual,Aggregators,2016,5,201605,Weather,Attritional,3124184,1250,312307
Actual,Aggregators,2016,6,201606,Weather,Attritional,3162055,1265,316101
Actual,Aggregators,2016,7,201607,Weather,Attritional,3206933,1283,319858
Actual,Aggregators,2016,8,201608,Weather,Attritional,3243034,1297,322605
Actual,Aggregators,2016,9,201609,Weather,Attritional,3260507,1304,328151
Actual,Aggregators,2016,10,201610,Weather,Attritional,3300185,1320,328524
Actual,Aggregators,2016,11,201611,Weather,Attritional,3340032,1336,334477
Actual,Aggregators,2016,12,201612,Weather,Attritional,3390459,1356,339651
Actual,Aggregators,2017,1,201701,Weather,Attritional,3425925,1370,343833
Actual,Aggregators,2017,2,201702,Weather,Attritional,3475552,1390,347597
Actual,Aggregators,2017,3,201703,Weather,Attritional,3505762,1402,352686
Actual,Aggregators,2017,4,201704,Weather,Attritional,3567251,1427,357961
Actual,Aggregators,2017,5,201705,Weather,Attritional,3575748,1430,359927
Actual,Aggregators,2017,6,201706,Weather,Attritional,3655107,1462,363874
Actual,Aggregators,2017,7,201707,Weather,Attritional,3673924,1470,370294
Actual,Aggregators,2017,8,201708,Weather,Attritional,3737261,1495,374247
Actual,Aggregators,2017,9,201709,Weather,Attritional,3778363,1511,377381
Actual,Aggregators,2017,10,201710,Weather,Attritional,3806559,1523,380614
Actual,Aggregators,2017,11,201711,Weather,Attritional,3821449,1529,383796
Actual,Aggregators,2017,12,201712,Weather,Attritional,3830675,1532,382715
Actual,Aggregators,2018,1,201801,Weather,Attritional,3883491,1553,388471
Actual,Aggregators,2018,2,201802,Weather,Attritional,3918785,1568,393001
Actual,Aggregators,2018,3,201803,Weather,Attritional,3936474,1575,394149
Actual,Aggregators,2018,4,201804,Weather,Attritional,3931764,1573,396547
Actual,Aggregators,2018,5,201805,Weather,Attritional,3985654,1594,398898
Actual,Aggregators,2018,6,201806,Weather,Attritional,4060332,1624,403781
Actual,Aggregators,2018,7,201807,Weather,Attritional,4085092,1634,407718
Actual,Aggregators,2018,8,201808,Weather,Attritional,4124337,1650,414222
Actual,Aggregators,2018,9,201809,Weather,Attritional,3288682,1315,327883
Actual,Aggregators,2018,10,201810,Weather,Attritional,3313437,1325,331471
Actual,Aggregators,2018,11,201811,Weather,Attritional,3339817,1336,334828
Actual,Aggregators,2018,12,201812,Weather,Attritional,3382939,1353,337208
Actual,Aggregators,2018,3,201803,Weather,Large,3960149,1584,395307
Plan,Aggregators,2018,7,201807,Weather,Attritional,4126255,1651,414307
Plan,Aggregators,2018,8,201808,Weather,Attritional,4128297,1651,414360
Plan,Aggregators,2018,9,201809,Weather,Attritional,5377634,2151,536509
Plan,Aggregators,2018,10,201810,Weather,Attritional,5445313,2178,548700
Plan,Aggregators,2018,11,201811,Weather,Attritional,5545363,2218,550708
Plan,Aggregators,2018,12,201812,Weather,Attritional,5596779,2239,563266
Plan,Aggregators,2019,1,201901,Weather,Attritional,5671090,2268,565782
Plan,Aggregators,2019,2,201902,Weather,Attritional,5664445,2266,565652
Plan,Aggregators,2019,3,201903,Weather,Attritional,5745987,2298,574034
Plan,Aggregators,2019,4,201904,Weather,Attritional,5700600,2280,571958
Plan,Aggregators,2019,5,201905,Weather,Attritional,5764365,2306,575864
Plan,Aggregators,2019,6,201906,Weather,Attritional,5806070,2322,580777
Plan,Aggregators,2019,7,201907,Weather,Attritional,5798213,2319,580743
Plan,Aggregators,2019,8,201908,Weather,Attritional,5768135,2307,576806
Plan,Aggregators,2019,9,201909,Weather,Attritional,5827344,2331,582422
Plan,Aggregators,2019,10,201910,Weather,Attritional,5942133,2377,594189
Plan,Aggregators,2019,11,201911,Weather,Attritional,5970664,2388,596531
Plan,Aggregators,2019,12,201912,Weather,Attritional,5980516,2392,602104
Plan V2,Aggregators,2018,9,201809,Weather,Attritional,4903326,1961,488208
Plan V2,Aggregators,2018,10,201810,Weather,Attritional,4895629,1958,493712
Plan V2,Aggregators,2018,11,201811,Weather,Attritional,4973617,1989,494869
Plan V2,Aggregators,2018,12,201812,Weather,Attritional,4957947,1983,497331
Plan V2,Aggregators,2019,1,201901,Weather,Attritional,4962700,1985,495258
Plan V2,Aggregators,2019,2,201902,Weather,Attritional,4956666,1983,497235
Plan V2,Aggregators,2019,3,201903,Weather,Attritional,4978135,1991,497254
Plan V2,Aggregators,2019,4,201904,Weather,Attritional,4976117,1990,499870
Plan V2,Aggregators,2019,5,201905,Weather,Attritional,5004506,2002,499214
Plan V2,Aggregators,2019,6,201906,Weather,Attritional,5048475,2019,503544
Plan V2,Aggregators,2019,7,201907,Weather,Attritional,5042926,2017,501168
Plan V2,Aggregators,2019,8,201908,Weather,Attritional,5042718,2017,505331
Plan V2,Aggregators,2019,9,201909,Weather,Attritional,5012036,2005,502174
Plan V2,Aggregators,2019,10,201910,Weather,Attritional,5040199,2016,505222
Plan V2,Aggregators,2019,11,201911,Weather,Attritional,5005510,2002,501449
Plan V2,Aggregators,2019,12,201912,Weather,Attritional,5105803,2042,508565
Actual,Barclays,2016,1,201601,Weather,Attritional,7439873,2976,741263
Actual,Barclays,2016,2,201602,Weather,Attritional,7569901,3028,757483
Actual,Barclays,2016,3,201603,Weather,Attritional,7626872,3051,762028
Actual,Barclays,2016,4,201604,Weather,Attritional,7813039,3125,775315
Actual,Barclays,2016,5,201605,Weather,Attritional,7975426,3190,791798
Actual,Barclays,2016,6,201606,Weather,Attritional,8125128,3250,812028
Actual,Barclays,2016,7,201607,Weather,Attritional,8335199,3334,830008
Actual,Barclays,2016,8,201608,Weather,Attritional,8443882,3378,847033
Actual,Barclays,2016,9,201609,Weather,Attritional,8640411,3456,863009
Actual,Barclays,2016,10,201610,Weather,Attritional,8761797,3505,876102
Actual,Barclays,2016,11,201611,Weather,Attritional,8942999,3577,891284
Actual,Barclays,2016,12,201612,Weather,Attritional,9137000,3655,912984
Actual,Barclays,2017,1,201701,Weather,Attritional,9244051,3698,925826
Actual,Barclays,2017,2,201702,Weather,Attritional,9444804,3778,946490
Actual,Barclays,2017,3,201703,Weather,Attritional,9706179,3882,970525
Actual,Barclays,2017,4,201704,Weather,Attritional,9865695,3946,978693
Actual,Barclays,2017,5,201705,Weather,Attritional,9992600,3997,991373
Actual,Barclays,2017,6,201706,Weather,Attritional,10193161,4077,1012898
Actual,Barclays,2017,7,201707,Weather,Attritional,10371580,4149,1032431
Actual,Barclays,2017,8,201708,Weather,Attritional,10555736,4222,1053419
Actual,Barclays,2017,9,201709,Weather,Attritional,10733298,4293,1073070
Actual,Barclays,2017,10,201710,Weather,Attritional,10918921,4368,1099752
Actual,Barclays,2017,11,201711,Weather,Attritional,11189435,4476,1120066
Actual,Barclays,2017,12,201712,Weather,Attritional,11367500,4547,1135588
Actual,Barclays,2018,1,201801,Weather,Attritional,11601790,4641,1162654
Actual,Barclays,2018,2,201802,Weather,Attritional,11804419,4722,1179909
Actual,Barclays,2018,3,201803,Weather,Attritional,12088741,4835,1217116
Actual,Barclays,2018,4,201804,Weather,Attritional,12437025,4975,1236360
Actual,Barclays,2018,5,201805,Weather,Attritional,12620270,5048,1262102
Actual,Barclays,2018,6,201806,Weather,Attritional,12847888,5139,1292701
Actual,Barclays,2018,7,201807,Weather,Attritional,13043673,5217,1309785
Actual,Barclays,2018,8,201808,Weather,Attritional,13364411,5346,1327800
Actual,Barclays,2018,9,201809,Weather,Attritional,11844168,4738,1183394
Actual,Barclays,2018,10,201810,Weather,Attritional,12083449,4833,1203836
Actual,Barclays,2018,11,201811,Weather,Attritional,12242792,4897,1230678
Actual,Barclays,2018,12,201812,Weather,Attritional,12597669,5039,1265341
Actual,Barclays,2016,2,201602,Weather,Large,7521408,3009,755458
Actual,Barclays,2016,7,201607,Weather,Large,8313548,3325,831333
Actual,Barclays,2017,11,201711,Weather,Large,11229854,4492,1114150
Actual,Barclays,2018,3,201803,Weather,Large,12104501,4842,1209872
Actual,Barclays,2018,7,201807,Weather,Large,13087693,5235,1304728
Plan,Barclays,2018,7,201807,Weather,Attritional,13612828,5445,1359185
Plan,Barclays,2018,8,201808,Weather,Attritional,13831147,5532,1376173
Plan,Barclays,2018,9,201809,Weather,Attritional,12662947,5065,1269583
Plan,Barclays,2018,10,201810,Weather,Attritional,12879159,5152,1297167
Plan,Barclays,2018,11,201811,Weather,Attritional,13225432,5290,1321929
Plan,Barclays,2018,12,201812,Weather,Attritional,13431682,5373,1343928
Plan,Barclays,2019,1,201901,Weather,Attritional,13923809,5570,1391948
Plan,Barclays,2019,2,201902,Weather,Attritional,14263185,5705,1417596
Plan,Barclays,2019,3,201903,Weather,Attritional,13562434,5425,1357552
Plan,Barclays,2019,4,201904,Weather,Attritional,13724405,5490,1372656
Plan,Barclays,2019,5,201905,Weather,Attritional,13733466,5493,1373046
Plan,Barclays,2019,6,201906,Weather,Attritional,13851031,5540,1376655
Plan,Barclays,2019,7,201907,Weather,Attritional,13675762,5470,1374959
Plan,Barclays,2019,8,201908,Weather,Attritional,13872410,5549,1385221
Plan,Barclays,2019,9,201909,Weather,Attritional,14195908,5678,1417771
Plan,Barclays,2019,10,201910,Weather,Attritional,14633088,5853,1463232
